mois,region,authorType,depts,participants,refs,question,oui,non,vide,mots-cles,occurrences,type,link
mars,NA,Citoyen / Citoyenne,NA=45,45,45,Q170,12,11,22,no,no,fe,solo
mars,NA,Citoyen / Citoyenne,NA=45,45,45,Q171,no,no,no,"régions=3,d'autonomie=3,départements=2,l'organisation=2,toutes=2,mesures=2,qu'elles=2,soient=2,l'etat=1,devrait=1",20,ou,Q170
mars,NA,Citoyen / Citoyenne,NA=45,45,45,Q204,19,6,20,no,no,fe,solo
mars,NA,Citoyen / Citoyenne,NA=45,45,45,Q172,no,no,no,"sécurité=2,plusieurs=2,déplacer=2,besoins=1,l'anpe=1,carsat=1,manque=1,capacité=1,poursuivre=1,voleurs=1",13,ou,Q204
mars,NA,Citoyen / Citoyenne,NA=45,45,45,Q174,no,no,no,"services=6,internet=5,possible=2,pourraient=2,papier=2,administratifs=2,norvège=2,france=2,sécurité=2,sociale=2",27,ou,solo
mars,NA,Citoyen / Citoyenne,NA=45,45,45,Q175,6,17,22,no,no,fe,solo
mars,NA,Citoyen / Citoyenne,NA=45,45,45,Q176,5,1,39,no,no,fe,Q175
mars,NA,Citoyen / Citoyenne,NA=45,45,45,Q177,no,no,no,"services=6,service=5,public=4,l'etat=3,besoin=2,population=2,exemple=2,aujourd'hui=2,nombre=2,devraient=2",30,ou,solo
mars,NA,Citoyen / Citoyenne,NA=45,45,45,Q178,no,no,no,"services=7,service=4,internet=3,marche=2,déclaration=2,publics=2,numérisation=2,personnes=2,malheureusement=2,retard=2",28,ou,solo
mars,NA,Citoyen / Citoyenne,NA=45,45,45,Q179,no,no,no,"services=7,justice=3,dossier=3,procédures=2,nationale=2,l'administration=2,usagers=2,rapide=2,primaire=2,certaines=2",27,ou,solo
mars,NA,Citoyen / Citoyenne,NA=45,45,45,Q180,19,4,22,no,no,fe,solo
mars,NA,Citoyen / Citoyenne,NA=45,45,45,Q181,1,20,24,no,no,fe,Q180
mars,NA,Citoyen / Citoyenne,NA=45,45,45,Q182,no,no,no,"retard=1,déclaration=1,raison=1,situation=1,fiscale=1,complexe=1,excellente=1,initiative=1",8,ou,Q180
mars,NA,Citoyen / Citoyenne,NA=45,45,45,Q183,no,no,no,"règles=3,pouvoir=3,travaux=2,administration=2,timents=2,beaucoup=2,conjointe=2,jeunes=2,maison=2,l'école=2",22,ou,solo
mars,NA,Citoyen / Citoyenne,NA=45,45,45,Q184,16,3,26,no,no,fe,solo
mars,NA,Citoyen / Citoyenne,NA=45,45,45,Q185,no,no,no,"mesures=2,respect=2,service=2,voient=1,problèmes=1,pourraient=1,prendre=1,petites=1,décisions=1,passer=1",13,ou,Q184
mars,NA,Citoyen / Citoyenne,NA=45,45,45,Q186,17,1,27,no,no,fe,solo
mars,NA,Citoyen / Citoyenne,NA=45,45,45,Q187,no,no,no,"doivent=5,l'administration=4,simples=3,pouvoir=3,seulement=3,postes=3,processus=3,niveau=3,concours=3,entreprises=3",33,ou,Q186
mars,NA,Citoyen / Citoyenne,NA=45,45,45,Q188,no,no,no,"services=3,régions=3,moyens=3,fonctionnaires=3,grandes=2,villes=2,qu'ils=2,mettre=2,internet=2,proximité=2",24,ou,solo
mars,NA,Citoyen / Citoyenne,NA=45,45,45,Q191,no,no,no,"parcoursup=1,plateforme=1,beaucoup=1,listent=1,formations=1,mènent=1,informations=1,obsolètes=1,programme=1,journées=1",10,ou,solo
mars,NA,Citoyen / Citoyenne,NA=45,45,45,Q192,no,no,no,"enfants=5,écoles=3,scolaire=3,françaises=2,public=2,collège=2,parcours=2,langue=2,différents=2,scolarisation=2",25,ou,solo
mars,NA,Citoyen / Citoyenne,NA=45,45,45,Q193,no,no,no,"emploi=5,solution=2,emplois=2,établissement=2,profil=1,totalement=1,dehors=1,compétence=1,aucune=1,alternative=1",17,ou,solo
mars,NA,Citoyen / Citoyenne,NA=45,45,45,Q194,no,no,no,"retraite=10,assurance=3,caisses=2,points=2,droits=2,caisse=1,organisée=1,impossible=1,obtenir=1,réponse=1",24,ou,solo
mars,NA,Citoyen / Citoyenne,NA=45,45,45,Q195,no,no,no,"remboursements=2,france=2,l'union=2,européenne=2,dentaires=1,d'optique=1,élevés=1,médecin=1,traitant=1,obligatoire=1",14,ou,solo
mars,NA,Citoyen / Citoyenne,NA=45,45,45,Q196,no,no,no,"dossier=3,longueur=1,décision=1,déposé=1,réactivation=1,retour=1,l'étranger=1,toujours=1,réponse=1,passer=1",12,ou,solo
mars,NA,Citoyen / Citoyenne,NA=45,45,45,Q198,no,no,no,"délais=2,reponse=1,'urssaf=1,longues=1,changement=1,d'addresse=1,internet=1,incompatibles=1,projet=1,création=1",11,ou,solo
mars,NA,Citoyen / Citoyenne,NA=45,45,45,Q199,no,no,no,"charges=2,sociales=2,l'embauche=2,beaucoup=1,percues=1,lorsque=1,l'entreprise=1,commence=1,reelement=1,activite=1",13,ou,solo
mars,NA,Citoyen / Citoyenne,NA=45,45,45,Q200,no,no,no,"charges=2,sociales=2,l'embauche=2,beaucoup=1,percues=1,lorsque=1,l'entreprise=1,commence=1,reelement=1,activite=1",13,ou,solo
mars,NA,Citoyen / Citoyenne,NA=45,45,45,Q201,no,no,no,"charges=2,sociales=2,l'embauche=2,beaucoup=1,percues=1,lorsque=1,l'entreprise=1,commence=1,reelement=1,activite=1",13,ou,solo
mars,NA,Citoyen / Citoyenne,NA=45,45,45,Q202,no,no,no,"charges=2,sociales=2,l'embauche=2,beaucoup=1,percues=1,lorsque=1,l'entreprise=1,commence=1,reelement=1,activite=1",13,ou,solo
mars,NA,Citoyen / Citoyenne,NA=45,45,45,Q203,no,no,no,"charges=2,sociales=2,l'embauche=2,beaucoup=1,percues=1,lorsque=1,l'entreprise=1,commence=1,reelement=1,activite=1",13,ou,solo
mars,NA,Citoyen / Citoyenne,NA=45,45,45,Q189,no,no,no,"l'etat=8,justice=6,personnes=5,services=5,france=4,souvent=4,français=4,société=4,doivent=4,grande=4",48,ou,solo
mars,NA,,NA=6,6,6,Q169,no,no,no,"représentants=2,arrêter=1,perdre=1,l'essentiel=1,gestion=1,suffisamment=1,déléguer=1,confiance=1,locaux=1,agents=1",11,ou,solo
mars,NA,,NA=6,6,6,Q170,1,1,4,no,no,fe,solo
mars,NA,,NA=6,6,6,Q171,no,no,no,"représentants=2,arrêter=1,perdre=1,l'essentiel=1,gestion=1,suffisamment=1,déléguer=1,confiance=1,locaux=1,agents=1",11,ou,Q170
mars,NA,,NA=6,6,6,Q204,1,1,4,no,no,fe,solo
mars,NA,,NA=6,6,6,Q172,no,no,no,"représentants=2,arrêter=1,perdre=1,l'essentiel=1,gestion=1,suffisamment=1,déléguer=1,confiance=1,locaux=1,agents=1",11,ou,Q204
mars,NA,,NA=6,6,6,Q174,no,no,no,"matériel=2,l'utilisateur=2,qu'internet=1,devient=1,obsession=1,lorsque=1,fonctionne=1,effectivement=1,merveilleux=1,problèmes=1",12,ou,solo
mars,NA,,NA=6,6,6,Q175,0,1,5,no,no,fe,solo
mars,NA,,NA=6,6,6,Q176,0,0,6,no,no,fe,Q175
mars,NA,,NA=6,6,6,Q177,no,no,no,"matériel=2,l'utilisateur=2,qu'internet=1,devient=1,obsession=1,lorsque=1,fonctionne=1,effectivement=1,merveilleux=1,problèmes=1",12,ou,solo
mars,NA,,NA=6,6,6,Q178,no,no,no,"matériel=2,l'utilisateur=2,qu'internet=1,devient=1,obsession=1,lorsque=1,fonctionne=1,effectivement=1,merveilleux=1,problèmes=1",12,ou,solo
mars,NA,,NA=6,6,6,Q179,no,no,no,"services=2,d'évaluation=2,correctement=2,sanction=2,toutes=1,agences=1,évaluent=1,travail=1,théorique=1,biaisé=1",14,ou,solo
mars,NA,,NA=6,6,6,Q180,1,0,5,no,no,fe,solo
mars,NA,,NA=6,6,6,Q181,0,1,5,no,no,fe,Q180
mars,NA,,NA=6,6,6,Q182,no,no,no,"partisan=1,principe=1,laxisme=1,beaucoup=1,domaines=1,contraire=1,responsabiliser=1,citoyens=1",8,ou,Q180
mars,NA,,NA=6,6,6,Q183,no,no,no,"partisan=1,principe=1,laxisme=1,beaucoup=1,domaines=1,contraire=1,responsabiliser=1,citoyens=1",8,ou,solo
mars,NA,,NA=6,6,6,Q184,1,1,4,no,no,fe,solo
mars,NA,,NA=6,6,6,Q185,no,no,no,"partisan=1,principe=1,laxisme=1,beaucoup=1,domaines=1,contraire=1,responsabiliser=1,citoyens=1",8,ou,Q184
mars,NA,,NA=6,6,6,Q186,2,0,4,no,no,fe,solo
mars,NA,,NA=6,6,6,Q187,no,no,no,"dessus=1,renforcer=1,services=1,fournissant=1,service=1,police=1,répression=1,fraudes=1",8,ou,Q186
mars,NA,,NA=6,6,6,Q188,no,no,no,"dessus=1,renforcer=1,services=1,fournissant=1,service=1,police=1,répression=1,fraudes=1",8,ou,solo
mars,NA,,NA=6,6,6,Q191,no,no,no,"dessus=1,renforcer=1,services=1,fournissant=1,service=1,police=1,répression=1,fraudes=1",8,ou,solo
mars,NA,,NA=6,6,6,Q192,no,no,no,"dessus=1,renforcer=1,services=1,fournissant=1,service=1,police=1,répression=1,fraudes=1",8,ou,solo
mars,NA,,NA=6,6,6,Q193,no,no,no,"dessus=1,renforcer=1,services=1,fournissant=1,service=1,police=1,répression=1,fraudes=1",8,ou,solo
mars,NA,,NA=6,6,6,Q194,no,no,no,"dessus=1,renforcer=1,services=1,fournissant=1,service=1,police=1,répression=1,fraudes=1",8,ou,solo
mars,NA,,NA=6,6,6,Q195,no,no,no,"dessus=1,renforcer=1,services=1,fournissant=1,service=1,police=1,répression=1,fraudes=1",8,ou,solo
mars,NA,,NA=6,6,6,Q196,no,no,no,"dessus=1,renforcer=1,services=1,fournissant=1,service=1,police=1,répression=1,fraudes=1",8,ou,solo
mars,NA,,NA=6,6,6,Q198,no,no,no,"dessus=1,renforcer=1,services=1,fournissant=1,service=1,police=1,répression=1,fraudes=1",8,ou,solo
mars,NA,,NA=6,6,6,Q199,no,no,no,"dessus=1,renforcer=1,services=1,fournissant=1,service=1,police=1,répression=1,fraudes=1",8,ou,solo
mars,NA,,NA=6,6,6,Q200,no,no,no,"dessus=1,renforcer=1,services=1,fournissant=1,service=1,police=1,répression=1,fraudes=1",8,ou,solo
mars,NA,,NA=6,6,6,Q201,no,no,no,"dessus=1,renforcer=1,services=1,fournissant=1,service=1,police=1,répression=1,fraudes=1",8,ou,solo
mars,NA,,NA=6,6,6,Q202,no,no,no,"dessus=1,renforcer=1,services=1,fournissant=1,service=1,police=1,répression=1,fraudes=1",8,ou,solo
mars,NA,,NA=6,6,6,Q203,no,no,no,"dessus=1,renforcer=1,services=1,fournissant=1,service=1,police=1,répression=1,fraudes=1",8,ou,solo
mars,NA,,NA=6,6,6,Q189,no,no,no,"professionnelles=3,suivant=2,instaurer=2,obligation=2,s'installer=2,couvertes=2,d'installation=2,actuellement=1,pensions=1,payées=1",18,ou,solo
mars,Guadeloupe,Citoyen / Citoyenne,"97=5,971=57,977=1",63,63,Q169,no,no,no,"administrations=12,organisation=7,réduire=7,communes=7,beaucoup=7,supprimer=6,régions=6,devrait=6,fonctionnaires=6,citoyens=6",70,ou,solo
mars,Guadeloupe,Citoyen / Citoyenne,"97=5,971=57,977=1",63,63,Q170,18,28,17,no,no,fe,solo
mars,Guadeloupe,Citoyen / Citoyenne,"97=5,971=57,977=1",63,63,Q171,no,no,no,"collectivités=5,territoriales=5,l'etat=4,doivent=3,missions=3,agents=2,régionale=2,question=2,citoyens=2,transferts=2",30,ou,Q170
mars,Guadeloupe,Citoyen / Citoyenne,"97=5,971=57,977=1",63,63,Q204,24,30,9,no,no,fe,solo
mars,Guadeloupe,Citoyen / Citoyenne,"97=5,971=57,977=1",63,63,Q172,no,no,no,"naissance=16,maisons=14,services=12,publics=10,parents=6,service=5,france=5,l'accès=4,maternité=4,donner=4",80,ou,Q204
mars,Guadeloupe,Citoyen / Citoyenne,"97=5,971=57,977=1",63,63,Q174,no,no,no,"naissance=8,maisons=7,internet=6,services=6,service=6,démarches=5,france=4,sages-femmes=4,femmes=4,sociale=3",53,ou,solo
mars,Guadeloupe,Citoyen / Citoyenne,"97=5,971=57,977=1",63,63,Q175,11,41,11,no,no,fe,solo
mars,Guadeloupe,Citoyen / Citoyenne,"97=5,971=57,977=1",63,63,Q176,7,5,51,no,no,fe,Q175
mars,Guadeloupe,Citoyen / Citoyenne,"97=5,971=57,977=1",63,63,Q177,no,no,no,"maisons=6,naissance=5,demande=5,services=4,administrés=3,population=3,répondre=3,territoire=3,personnels=2,développer=2",36,ou,solo
mars,Guadeloupe,Citoyen / Citoyenne,"97=5,971=57,977=1",63,63,Q178,no,no,no,"services=12,service=7,fiscale=4,publics=4,positive=3,guadeloupe=3,public=3,numérique=2,l'accueil=2,évoluer=2",42,ou,solo
mars,Guadeloupe,Citoyen / Citoyenne,"97=5,971=57,977=1",63,63,Q179,no,no,no,"sociale=26,personnes=16,l'aide=14,solidarité=14,services=13,service=13,autres=11,personne=10,département=8,notamment=7",132,ou,solo
mars,Guadeloupe,Citoyen / Citoyenne,"97=5,971=57,977=1",63,63,Q180,37,13,13,no,no,fe,solo
mars,Guadeloupe,Citoyen / Citoyenne,"97=5,971=57,977=1",63,63,Q181,1,40,22,no,no,fe,Q180
mars,Guadeloupe,Citoyen / Citoyenne,"97=5,971=57,977=1",63,63,Q182,no,no,no,"l'administration=2,jamais=2,laisse=1,erreur=1,reconnait=1,erreurs=1,exemple=1,réponse=1,question=1,services=1",12,ou,Q180
mars,Guadeloupe,Citoyen / Citoyenne,"97=5,971=57,977=1",63,63,Q183,no,no,no,"renouvellement=5,l'administration=4,doivent=3,chaque=3,réponse=2,services=2,publics=2,évoluer=2,ophtalmologue=2,plusieurs=2",27,ou,solo
mars,Guadeloupe,Citoyen / Citoyenne,"97=5,971=57,977=1",63,63,Q184,25,16,22,no,no,fe,solo
mars,Guadeloupe,Citoyen / Citoyenne,"97=5,971=57,977=1",63,63,Q185,no,no,no,"pouvoir=5,terrain=4,donnant=4,administration=3,évoluer=2,fonctionnaires=2,certains=2,agents=2,services=2,publics=2",28,ou,Q184
mars,Guadeloupe,Citoyen / Citoyenne,"97=5,971=57,977=1",63,63,Q186,39,4,20,no,no,fe,solo
mars,Guadeloupe,Citoyen / Citoyenne,"97=5,971=57,977=1",63,63,Q187,no,no,no,"fonctionnaires=8,formation=7,fonctionnaire=4,doivent=4,exemple=4,revoir=4,agents=4,règles=4,qu'ils=3,fonction=3",45,ou,Q186
mars,Guadeloupe,Citoyen / Citoyenne,"97=5,971=57,977=1",63,63,Q188,no,no,no,"territoires=5,services=4,mettre=4,terrain=4,faudrait=3,personnes=3,population=3,développer=3,proximité=3,service=3",35,ou,solo
mars,Guadeloupe,Citoyen / Citoyenne,"97=5,971=57,977=1",63,63,Q191,no,no,no,"emploi=8,formation=6,formations=4,jamais=2,demande=2,dématérialisée=2,réponse=2,recherche=2,proposition=2,question=2",32,ou,solo
mars,Guadeloupe,Citoyen / Citoyenne,"97=5,971=57,977=1",63,63,Q192,no,no,no,"enfants=6,l'enseignement=4,l'école=4,toujours=4,primaire=4,collège=4,enfant=4,étaient=4,parcours=3,nationale=3",40,ou,solo
mars,Guadeloupe,Citoyen / Citoyenne,"97=5,971=57,977=1",63,63,Q193,no,no,no,"emploi=17,d'emploi=6,proposé=3,agents=3,évoluer=2,encore=2,personnes=2,l'emploi=2,formation=2,offres=2",41,ou,solo
mars,Guadeloupe,Citoyen / Citoyenne,"97=5,971=57,977=1",63,63,Q194,no,no,no,"retraite=11,dossier=5,depuis=4,sécurité=4,sociale=3,toujours=2,aucune=2,difficulté=2,délais=2,respectés=2",37,ou,solo
mars,Guadeloupe,Citoyen / Citoyenne,"97=5,971=57,977=1",63,63,Q195,no,no,no,"sécurité=6,sociale=6,vitale=5,mutuelle=4,grande=4,retour=3,charge=3,demandes=3,réponse=3,remboursement=3",40,ou,solo
mars,Guadeloupe,Citoyen / Citoyenne,"97=5,971=57,977=1",63,63,Q196,no,no,no,"sociale=7,handicap=6,dossier=5,problème=5,expertise=4,sécurité=4,depuis=4,reconnu=4,président=4,toujours=3",46,ou,solo
mars,Guadeloupe,Citoyen / Citoyenne,"97=5,971=57,977=1",63,63,Q198,no,no,no,"agricole=4,entreprise=3,réponse=2,situation=2,terrain=2,simple=1,auto-entreprise=1,compliqué=1,d'obtenir=1,renseignements=1",18,ou,solo
mars,Guadeloupe,Citoyen / Citoyenne,"97=5,971=57,977=1",63,63,Q199,no,no,no,"d'autres=3,emploi=3,s'agissait=2,candidats=2,c'était=2,trouvaient=2,réponse=1,question=1,services=1,publics=1",18,ou,solo
mars,Guadeloupe,Citoyen / Citoyenne,"97=5,971=57,977=1",63,63,Q200,no,no,no,"réponse=1,question=1,services=1,publics=1,doivent=1,évoluer=1,mauvaise=1,utilisation=1,compétences=1,transmises=1",10,ou,solo
mars,Guadeloupe,Citoyen / Citoyenne,"97=5,971=57,977=1",63,63,Q201,no,no,no,"évoluer=2,chaque=2,l'administration=2,surtout=2,pajemploi=1,fonctionne=1,particulièrement=1,réponse=1,question=1,services=1",14,ou,solo
mars,Guadeloupe,Citoyen / Citoyenne,"97=5,971=57,977=1",63,63,Q202,no,no,no,"réponse=1,question=1,services=1,publics=1,doivent=1,évoluer=1,d'idée=1,asphyxie=1,demarches=1,administratives=1",10,ou,solo
mars,Guadeloupe,Citoyen / Citoyenne,"97=5,971=57,977=1",63,63,Q203,no,no,no,"réponse=1,question=1,services=1,publics=1,doivent=1,évoluer=1,personne=1,handicapé=1,heureuse=1,s'intégrer=1",10,ou,solo
mars,Guadeloupe,Citoyen / Citoyenne,"97=5,971=57,977=1",63,63,Q189,no,no,no,"services=16,publics=15,personnes=8,mettre=8,service=8,exemple=7,citoyens=7,obliger=7,organismes=7,territoire=6",89,ou,solo
mars,Guadeloupe,,"97=2,971=5",7,7,Q169,no,no,no,"guadeloupe=2,efficace=2,l'efficacité=2,rigide=2,lourde=2,administrations=1,réformes=1,pourtant=1,devons=1,rester=1",15,ou,solo
mars,Guadeloupe,,"97=2,971=5",7,7,Q170,3,3,1,no,no,fe,solo
mars,Guadeloupe,,"97=2,971=5",7,7,Q171,no,no,no,"justice=2,populaire=2,l'obligation=1,résultat=1,investissements=1,publics=1,d'argent=1,gaspiller=1,causes=1,personnelles=1",12,ou,Q170
mars,Guadeloupe,,"97=2,971=5",7,7,Q204,4,1,2,no,no,fe,solo
mars,Guadeloupe,,"97=2,971=5",7,7,Q172,no,no,no,"personnes=2,impossible=1,d'avoir=1,simple=1,consultation=1,d'ophtalmologie=1,urgences=1,saturées=1,inmpossibel=1,désormais=1",11,ou,Q204
mars,Guadeloupe,,"97=2,971=5",7,7,Q174,no,no,no,"service=2,internet=2,manque=1,multiples=1,connaitres=1,d'ailleur=1,serait=1,publicité=1,outils=1,l'alpha=1",12,ou,solo
mars,Guadeloupe,,"97=2,971=5",7,7,Q175,1,3,3,no,no,fe,solo
mars,Guadeloupe,,"97=2,971=5",7,7,Q176,0,1,6,no,no,fe,Q175
mars,Guadeloupe,,"97=2,971=5",7,7,Q177,no,no,no,"service=2,public=2,esprit=2,méconnaissent=1,outils=1,multimédias=1,proposition=1,d'information=1,formation=1,serait=1",13,ou,solo
mars,Guadeloupe,,"97=2,971=5",7,7,Q178,no,no,no,"services=2,accessible=1,l'évolution=1,négative=1,toujours=1,fonctionnaire=1,rendus=1,surement=1,numerique=1,contribuer=1",11,ou,solo
mars,Guadeloupe,,"97=2,971=5",7,7,Q179,no,no,no,"services=1,l'urbanisme=1,suffisamment=1,connectés=1,justice=1,l'administration=1,fiscale=1,police=1,mammouth=1,l'éducation=1",10,ou,solo
mars,Guadeloupe,,"97=2,971=5",7,7,Q180,3,1,3,no,no,fe,solo
mars,Guadeloupe,,"97=2,971=5",7,7,Q181,2,1,4,no,no,fe,Q180
mars,Guadeloupe,,"97=2,971=5",7,7,Q182,no,no,no,"imposé=1,simplement=1,utilisé=1,dématérialisée=1,injustice=1,discriminatoire=1,inadmissible=1,citoyen=1,pouvoir=1,légale=1",10,ou,Q180
mars,Guadeloupe,,"97=2,971=5",7,7,Q183,no,no,no,"démarches=3,inadaptées=2,obligation=1,internet=1,existe=1,d'autre=1,moyens=1,efficace=1,simples=1,déclaration=1",13,ou,solo
mars,Guadeloupe,,"97=2,971=5",7,7,Q184,2,2,3,no,no,fe,solo
mars,Guadeloupe,,"97=2,971=5",7,7,Q185,no,no,no,"supprimer=1,procédures=1,améliorer=1,fluidité=1,système=1,permettant=1,résoudre=1,problèmes=1,peuvent=1,l'être=1",10,ou,Q184
mars,Guadeloupe,,"97=2,971=5",7,7,Q186,3,0,4,no,no,fe,solo
mars,Guadeloupe,,"97=2,971=5",7,7,Q187,no,no,no,"fonctionnaires=3,doivent=2,supprimer=2,fonctionnaire=2,redonner=1,travail=1,modèle=1,d'excellence=1,renvoyer=1,positive=1",15,ou,Q186
mars,Guadeloupe,,"97=2,971=5",7,7,Q188,no,no,no,"regrouper=2,fonctionnaires=1,doivent=1,experts=1,domaine=1,suivre=1,formations=1,d'amélioration=1,continu=1,cerner=1",11,ou,solo
mars,Guadeloupe,,"97=2,971=5",7,7,Q191,no,no,no,"formation=1,professionnelle=1,maquis=1,indescriptible=1,totalement=1,opaque=1,spécialiste=1",7,ou,solo
mars,Guadeloupe,,"97=2,971=5",7,7,Q192,no,no,no,"impossible=1,d'inscrire=1,établissement=1,dehors=1,nébuleux=1,découpage=1,administratif=1,territorial=1,fortes=1,inégalités=1",10,ou,solo
mars,Guadeloupe,,"97=2,971=5",7,7,Q193,no,no,no,"emploi=4,demandeur=1,d'emploi=1,différents=1,cherche=1,diminuer=1,statistique=1,moyens=1,compris=1,désinscription=1",13,ou,solo
mars,Guadeloupe,,"97=2,971=5",7,7,Q194,no,no,no,"rencontré=1,incohérence=1,déroulement=1,carrière=1,versement=1,cotisations=1,certains=1,employeurs=1,préparation=1,dossier=1",10,ou,solo
mars,Guadeloupe,,"97=2,971=5",7,7,Q195,no,no,no,"devenu=3,système=2,retenues=2,parcours=2,remboursement=1,complexe=1,d'autre=1,1euros=1,primes=1,versées=1",15,ou,solo
mars,Guadeloupe,,"97=2,971=5",7,7,Q196,no,no,no,"situation=3,administrative=2,dossier=2,horreur=2,personne=2,encore=1,lourdeur=1,extrême=1,d'information=1,directe=1",16,ou,solo
mars,Guadeloupe,,"97=2,971=5",7,7,Q198,no,no,no,renoncé=1,1,ou,solo
mars,Guadeloupe,,"97=2,971=5",7,7,Q199,no,no,no,"travail=2,saluer=1,remarquable=1,guadeloupe=1,personnel=1,rigueur=1,respect=1,hiérarchie=1,sortant=1,formation=1",11,ou,solo
mars,Guadeloupe,,"97=2,971=5",7,7,Q200,no,no,no,"travail=2,saluer=1,remarquable=1,guadeloupe=1,personnel=1,rigueur=1,respect=1,hiérarchie=1,sortant=1,formation=1",11,ou,solo
mars,Guadeloupe,,"97=2,971=5",7,7,Q201,no,no,no,"travail=2,saluer=1,remarquable=1,guadeloupe=1,personnel=1,rigueur=1,respect=1,hiérarchie=1,sortant=1,formation=1",11,ou,solo
mars,Guadeloupe,,"97=2,971=5",7,7,Q202,no,no,no,"travail=2,saluer=1,remarquable=1,guadeloupe=1,personnel=1,rigueur=1,respect=1,hiérarchie=1,sortant=1,formation=1",11,ou,solo
mars,Guadeloupe,,"97=2,971=5",7,7,Q203,no,no,no,"travail=2,saluer=1,remarquable=1,guadeloupe=1,personnel=1,rigueur=1,respect=1,hiérarchie=1,sortant=1,formation=1",11,ou,solo
mars,Guadeloupe,,"97=2,971=5",7,7,Q189,no,no,no,"public=4,parents=3,service=3,toujours=3,l'éducation=2,national=2,élèves=2,faudrait=2,simplifiez=2,surtout=2",25,ou,solo
mars,Guadeloupe,Élu / élue et Institution,971=1,1,1,Q169,no,no,no,"fonctionnaires=1,niveaux=1,d'administrations=1,d'elus=1",4,ou,solo
mars,Guadeloupe,Élu / élue et Institution,971=1,1,1,Q170,0,1,0,no,no,fe,solo
mars,Guadeloupe,Élu / élue et Institution,971=1,1,1,Q171,no,no,no,"fonctionnaires=1,niveaux=1,d'administrations=1,d'elus=1",4,ou,Q170
mars,Guadeloupe,Élu / élue et Institution,971=1,1,1,Q204,0,1,0,no,no,fe,solo
mars,Guadeloupe,Élu / élue et Institution,971=1,1,1,Q172,no,no,no,"transport=1,securite=1",2,ou,Q204
mars,Guadeloupe,Élu / élue et Institution,971=1,1,1,Q174,no,no,no,"présentiel=1,surveillance=1,personnes=1,seules=1,domicile=1",5,ou,solo
mars,Guadeloupe,Élu / élue et Institution,971=1,1,1,Q175,0,1,0,no,no,fe,solo
mars,Guadeloupe,Élu / élue et Institution,971=1,1,1,Q176,0,0,1,no,no,fe,Q175
mars,Guadeloupe,Élu / élue et Institution,971=1,1,1,Q177,no,no,no,"présentiel=1,surveillance=1,personnes=1,seules=1,domicile=1",5,ou,solo
mars,Guadeloupe,Élu / élue et Institution,971=1,1,1,Q178,no,no,no,"présentiel=1,surveillance=1,personnes=1,seules=1,domicile=1",5,ou,solo
mars,Guadeloupe,Élu / élue et Institution,971=1,1,1,Q179,no,no,no,accompagnement=1,1,ou,solo
mars,Guadeloupe,Élu / élue et Institution,971=1,1,1,Q180,1,0,0,no,no,fe,solo
mars,Guadeloupe,Élu / élue et Institution,971=1,1,1,Q181,0,1,0,no,no,fe,Q180
mars,Guadeloupe,Élu / élue et Institution,971=1,1,1,Q182,no,no,no,accompagnement=1,1,ou,Q180
mars,Guadeloupe,Élu / élue et Institution,971=1,1,1,Q183,no,no,no,accompagnement=1,1,ou,solo
mars,Guadeloupe,Élu / élue et Institution,971=1,1,1,Q184,0,0,1,no,no,fe,solo
mars,Guadeloupe,Élu / élue et Institution,971=1,1,1,Q185,no,no,no,"c'est-à-dire=1,comment=1,d'autonomie=1,prendre=1,compte=1,l'homme=1,administrés=1,fonctionnaires=1",8,ou,Q184
mars,Guadeloupe,Élu / élue et Institution,971=1,1,1,Q186,1,0,0,no,no,fe,solo
mars,Guadeloupe,Élu / élue et Institution,971=1,1,1,Q187,no,no,no,"c'est-à-dire=1,comment=1,d'autonomie=1,prendre=1,compte=1,l'homme=1,administrés=1,fonctionnaires=1",8,ou,Q186
mars,Guadeloupe,Élu / élue et Institution,971=1,1,1,Q188,no,no,no,"proximité=1,efficacité=1,délais=1",3,ou,solo
mars,Guadeloupe,Élu / élue et Institution,971=1,1,1,Q191,no,no,no,"proximité=1,efficacité=1,délais=1",3,ou,solo
mars,Guadeloupe,Élu / élue et Institution,971=1,1,1,Q192,no,no,no,"proximité=1,efficacité=1,délais=1",3,ou,solo
mars,Guadeloupe,Élu / élue et Institution,971=1,1,1,Q193,no,no,no,"proximité=1,efficacité=1,délais=1",3,ou,solo
mars,Guadeloupe,Élu / élue et Institution,971=1,1,1,Q194,no,no,no,"accueil=1,positif=1,niveau=1,rectorat=1,dossier=1,correct=1",6,ou,solo
mars,Guadeloupe,Élu / élue et Institution,971=1,1,1,Q195,no,no,no,"accueil=1,positif=1,niveau=1,rectorat=1,dossier=1,correct=1",6,ou,solo
mars,Guadeloupe,Élu / élue et Institution,971=1,1,1,Q196,no,no,no,"accueil=1,positif=1,niveau=1,rectorat=1,dossier=1,correct=1",6,ou,solo
mars,Guadeloupe,Élu / élue et Institution,971=1,1,1,Q198,no,no,no,"ecoute=1,niveau=1,chambres=1,consulaires=1,disponibles=1",5,ou,solo
mars,Guadeloupe,Élu / élue et Institution,971=1,1,1,Q199,no,no,no,"ecoute=1,niveau=1,chambres=1,consulaires=1,disponibles=1",5,ou,solo
mars,Guadeloupe,Élu / élue et Institution,971=1,1,1,Q200,no,no,no,"ecoute=1,niveau=1,chambres=1,consulaires=1,disponibles=1",5,ou,solo
